geolocation_zip_code_prefix,geolocation_city,state_full_name
14093,ribeirão preto,SÃO PAULO
14060,ribeirao preto,SÃO PAULO
14020,ribeirao preto,SÃO PAULO
14057,ribeirao preto,SÃO PAULO
14050,ribeirao preto,SÃO PAULO
14095,ribeirao preto,SÃO PAULO
14076,ribeirao preto,SÃO PAULO
14085,ribeirao preto,SÃO PAULO
14010,ribeirao preto,SÃO PAULO
14021,ribeirao preto,SÃO PAULO
14080,ribeirao preto,SÃO PAULO
14096,ribeirao preto,SÃO PAULO
14090,ribeirao preto,SÃO PAULO
14056,ribeirao preto,SÃO PAULO
14022,ribeirao preto,SÃO PAULO
14026,ribeirao preto,SÃO PAULO
14094,ribeirão preto,SÃO PAULO
14015,ribeirao preto,SÃO PAULO
14055,ribeirao preto,SÃO PAULO
14027,ribeirão preto,SÃO PAULO
14079,ribeirao preto,SÃO PAULO
14040,ribeirão preto,SÃO PAULO
14091,ribeirao preto,SÃO PAULO
14031,ribeirao preto,SÃO PAULO
14066,ribeirão preto,SÃO PAULO
14024,ribeirao preto,SÃO PAULO
14051,ribeirao preto,SÃO PAULO
14070,ribeirao preto,SÃO PAULO
14098,ribeirão preto,SÃO PAULO
14071,ribeirao preto,SÃO PAULO
14062,ribeirao preto,SÃO PAULO
14077,ribeirão preto,SÃO PAULO
14061,ribeirao preto,SÃO PAULO
14065,ribeirao preto,SÃO PAULO
14092,ribeirao preto,SÃO PAULO
14078,ribeirao preto,SÃO PAULO
14033,ribeirao preto,SÃO PAULO
14072,ribeirao preto,SÃO PAULO
14097,ribeirão preto,SÃO PAULO
14073,ribeirao preto,SÃO PAULO
14001,ribeirão preto,SÃO PAULO
14032,ribeirao preto,SÃO PAULO
14164,sertãozinho,SÃO PAULO
14166,sertaozinho,SÃO PAULO
14160,sertaozinho,SÃO PAULO
14150,serrana,SÃO PAULO
14177,sertaozinho,SÃO PAULO
14180,pontal,SÃO PAULO
14161,sertãozinho,SÃO PAULO
14140,cravinhos,SÃO PAULO
14110,bonfim paulista,SÃO PAULO
14176,sertaozinho,SÃO PAULO
14171,sertaozinho,SÃO PAULO
14179,sertãozinho,SÃO PAULO
14115,guatapará,SÃO PAULO
14165,sertaozinho,SÃO PAULO
14170,sertãozinho,SÃO PAULO
14178,sertaozinho,SÃO PAULO
14120,dumont,SÃO PAULO
14169,sertaozinho,SÃO PAULO
14110,ribeirao preto,SÃO PAULO
14175,sertaozinho,SÃO PAULO
14173,sertãozinho,SÃO PAULO
14141,cravinhos,SÃO PAULO
14185,candia,SÃO PAULO
14151,serrana,SÃO PAULO
14240,cajuru,SÃO PAULO
14210,luis antonio,SÃO PAULO
14200,sao simao,SÃO PAULO
14270,santa rosa de viterbo,SÃO PAULO
14230,serra azul,SÃO PAULO
14260,cassia dos coqueiros,SÃO PAULO
14250,santa cruz da esperanca,SÃO PAULO
14220,são simão,SÃO PAULO
14390,santo antonio da alegria,SÃO PAULO
14340,brodowski,SÃO PAULO
14305,batatais,SÃO PAULO
14300,batatais,SÃO PAULO
14350,altinopolis,SÃO PAULO
14312,batatais,SÃO PAULO
14315,batatais,SÃO PAULO
14307,batatais,SÃO PAULO
14400,franca,SÃO PAULO
14407,franca,SÃO PAULO
14450,jeriquara,SÃO PAULO
14409,franca,SÃO PAULO
14405,franca,SÃO PAULO
14490,rifaina,SÃO PAULO
14408,franca,SÃO PAULO
14412,franca,SÃO PAULO
14403,franca,SÃO PAULO
14406,franca,SÃO PAULO
14440,sao jose da bela vista,SÃO PAULO
14401,franca,SÃO PAULO
14402,franca,SÃO PAULO
14404,franca,SÃO PAULO
14460,cristais paulista,SÃO PAULO
14415,patrocinio paulista,SÃO PAULO
14470,pedregulho,SÃO PAULO
14420,itirapuã,SÃO PAULO
14445,ribeirao corrente,SÃO PAULO
14430,restinga,SÃO PAULO
14410,franca,SÃO PAULO
14407,franca sp,SÃO PAULO
14540,igarapava,SÃO PAULO
14500,ituverava,SÃO PAULO
14530,miguelopolis,SÃO PAULO
14550,aramina,SÃO PAULO
14570,buritizal,SÃO PAULO
14580,guara,SÃO PAULO
14505,sao benedito da cachoeirinha,SÃO PAULO
14590,pioneiros,SÃO PAULO
14610,ipua,SÃO PAULO
14600,sao joaquim da barra,SÃO PAULO
14640,morro agudo,SÃO PAULO
14620,orlandia,SÃO PAULO
14680,jardinopolis,SÃO PAULO
14660,sales oliveira,SÃO PAULO
14670,nuporanga,SÃO PAULO
14690,jurucê,SÃO PAULO
14783,barretos,SÃO PAULO
14786,barretos,SÃO PAULO
14780,barretos,SÃO PAULO
14700,bebedouro,SÃO PAULO
14784,barretos,SÃO PAULO
14706,bebedouro,SÃO PAULO
14711,bebedouro,SÃO PAULO
14708,bebedouro,SÃO PAULO
14740,viradouro,SÃO PAULO
14790,guaira,SÃO PAULO
14795,colombia,SÃO PAULO
14709,bebedouro,SÃO PAULO
14781,barretos,SÃO PAULO
14701,bebedouro,SÃO PAULO
14720,taiúva,SÃO PAULO
14750,pitangueiras,SÃO PAULO
14730,monte azul paulista,SÃO PAULO
14770,colina,SÃO PAULO
14735,severinia,SÃO PAULO
14710,bebedouro,SÃO PAULO
14725,taiacu,SÃO PAULO
14702,bebedouro,SÃO PAULO
14745,terra roxa,SÃO PAULO
14760,ibitiuva,SÃO PAULO
14775,jaborandi,SÃO PAULO
14707,bebedouro,SÃO PAULO
14785,barretos,SÃO PAULO
14718,bebedouro,SÃO PAULO
14765,taquaral,SÃO PAULO
14787,barretos,SÃO PAULO
14704,bebedouro,SÃO PAULO
14716,bebedouro,SÃO PAULO
14715,bebedouro,SÃO PAULO
14733,monte azul paulista,SÃO PAULO
14760,pitangueiras,SÃO PAULO
14789,barretos,SÃO PAULO
14713,bebedouro,SÃO PAULO
14810,araraquara,SÃO PAULO
14801,araraquara,SÃO PAULO
14813,gaviao peixoto,SÃO PAULO
14875,jaboticabal,SÃO PAULO
14825,santa lucia,SÃO PAULO
14870,jaboticabal,SÃO PAULO
14860,barrinha,SÃO PAULO
14804,araraquara,SÃO PAULO
14802,araraquara,SÃO PAULO
14876,jaboticabal,SÃO PAULO
14882,jaboticabal,SÃO PAULO
14815,ibaté,SÃO PAULO
14811,araraquara,SÃO PAULO
14807,araraquara,SÃO PAULO
14803,araraquara,SÃO PAULO
14890,jaboticabal,SÃO PAULO
14808,araraquara,SÃO PAULO
14883,jaboticabal,SÃO PAULO
14887,jaboticabal,SÃO PAULO
14805,araraquara,SÃO PAULO
14820,americo brasiliense,SÃO PAULO
14830,rincao,SÃO PAULO
14800,araraquara,SÃO PAULO
14806,araraquara,SÃO PAULO
14840,guariba,SÃO PAULO
14850,pradopolis,SÃO PAULO
14871,jaboticabal,SÃO PAULO
14896,jaboticabal,SÃO PAULO
14835,motuca,SÃO PAULO
14892,jaboticabal,SÃO PAULO
14809,araraquara,SÃO PAULO
14884,jaboticabal,SÃO PAULO
14940,ibitinga,SÃO PAULO
14900,itapolis,SÃO PAULO
14960,novo horizonte,SÃO PAULO
14910,tabatinga,SÃO PAULO
14920,nova europa,SÃO PAULO
14990,irapua,SÃO PAULO
14904,nova america,SÃO PAULO
14955,borborema,SÃO PAULO
14930,boa esperanca do sul,SÃO PAULO
14980,sales,SÃO PAULO
14935,trabiju,SÃO PAULO
14907,tapinas,SÃO PAULO
14915,curupa,SÃO PAULO
15041,sao jose do rio preto,SÃO PAULO
15015,sao jose do rio preto,SÃO PAULO
15051,sao jose do rio preto,SÃO PAULO
15025,sao jose do rio preto,SÃO PAULO
15042,sao jose do rio preto,SÃO PAULO
15047,são josé do rio preto,SÃO PAULO
15057,sao jose do rio preto,SÃO PAULO
15085,sao jose do rio preto,SÃO PAULO
15053,sao jose do rio preto,SÃO PAULO
15076,sao jose do rio preto,SÃO PAULO
15077,sao jose do rio preto,SÃO PAULO
15050,sao jose do rio preto,SÃO PAULO
15010,sao jose do rio preto,SÃO PAULO
15046,sao jose do rio preto,SÃO PAULO
15091,sao jose do rio preto,SÃO PAULO
15061,sao jose do rio preto,SÃO PAULO
15043,sao jose do rio preto,SÃO PAULO
15045,sao jose do rio preto,SÃO PAULO
15092,sao jose do rio preto,SÃO PAULO
15090,sao jose do rio preto,SÃO PAULO
15060,sao jose do rio preto,SÃO PAULO
15056,sao jose do rio preto,SÃO PAULO
15014,sao jose do rio preto,SÃO PAULO
15075,sao jose do rio preto,SÃO PAULO
15062,sao jose do rio preto,SÃO PAULO
15081,são josé do rio preto,SÃO PAULO
15054,sao jose do rio preto,SÃO PAULO
15070,sao jose do rio preto,SÃO PAULO
15055,sao jose do rio preto,SÃO PAULO
15030,sao jose do rio preto,SÃO PAULO
15013,são josé do rio preto,SÃO PAULO
15084,sao jose do rio preto,SÃO PAULO
15082,sao jose do rio preto,SÃO PAULO
15093,são josé do rio preto,SÃO PAULO
15040,são josé do rio preto,SÃO PAULO
15080,sao jose do rio preto,SÃO PAULO
15035,sao jose do rio preto,SÃO PAULO
15020,sao jose do rio preto,SÃO PAULO
15044,sao jose do rio preto,SÃO PAULO
15086,sao jose do rio preto,SÃO PAULO
15063,sao jose do rio preto,SÃO PAULO
15052,sao jose do rio preto,SÃO PAULO
15038,sao jose do rio preto,SÃO PAULO
15048,sao jose do rio preto,SÃO PAULO
15064,sao jose do rio preto,SÃO PAULO
15130,mirassol,SÃO PAULO
15104,sao jose do rio preto,SÃO PAULO
15150,monte aprazível,SÃO PAULO
15170,tanabi,SÃO PAULO
15120,neves paulista,SÃO PAULO
15155,jaci,SÃO PAULO
15115,bady bassitt,SÃO PAULO
15180,sebastianopolis do sul,SÃO PAULO
15110,guapiacu,SÃO PAULO
15190,nhandeara,SÃO PAULO
15137,mirassol,SÃO PAULO
15140,bálsamo,SÃO PAULO
15105,potirendaba,SÃO PAULO
15160,poloni,SÃO PAULO
15102,sao jose do rio preto,SÃO PAULO
15145,mirassolandia,SÃO PAULO
15108,ipigua,SÃO PAULO
15154,engenheiro balduíno,SÃO PAULO
15133,mirassol,SÃO PAULO
15195,nhandeara,SÃO PAULO
15138,mirassol,SÃO PAULO
15131,mirassol,SÃO PAULO
15132,mirassol,SÃO PAULO
15135,mirassol,SÃO PAULO
15250,uniao paulista,SÃO PAULO
15200,jose bonifacio,SÃO PAULO
15290,buritama,SÃO PAULO
15280,turiuba,SÃO PAULO
15270,macaubal,SÃO PAULO
15220,mendonca,SÃO PAULO
15240,nipoa,SÃO PAULO
15230,adolfo,SÃO PAULO
15275,moncoes,SÃO PAULO
15260,planalto,SÃO PAULO
15265,zacarias,SÃO PAULO
15225,ubarana,SÃO PAULO
15210,nova alianca,SÃO PAULO
15215,nova itapirema,SÃO PAULO
15285,lourdes,SÃO PAULO
15370,pereira barreto,SÃO PAULO
15385,ilha solteira,SÃO PAULO
15390,itapura,SÃO PAULO
15300,general salgado,SÃO PAULO
15350,auriflama,SÃO PAULO
15310,magda,SÃO PAULO
15320,floreal,SÃO PAULO
15330,gastao vidigal,SÃO PAULO
15340,nova luzitania,SÃO PAULO
15315,sao joao de iracema,SÃO PAULO
15380,suzanapolis,SÃO PAULO
15360,sud mennucci,SÃO PAULO
15355,guzolandia,SÃO PAULO
15313,nova castilho,SÃO PAULO
15397,itapura,SÃO PAULO
15367,bandeirantes d'oeste,SÃO PAULO
15490,paulo de faria,SÃO PAULO
15400,olimpia,SÃO PAULO
15495,riolândia,SÃO PAULO
15460,icem,SÃO PAULO
15440,nova granada,SÃO PAULO
15470,palestina,SÃO PAULO
15450,onda verde,SÃO PAULO
15420,guaraci,SÃO PAULO
15480,orindiuva,SÃO PAULO
15430,altair,SÃO PAULO
15410,cajobi,SÃO PAULO
15425,embauba,SÃO PAULO
15417,monte verde paulista,SÃO PAULO
15405,baguacu,SÃO PAULO
15520,valentim gentil,SÃO PAULO
15570,cardoso,SÃO PAULO
15503,votuporanga,SÃO PAULO
15530,cosmorama,SÃO PAULO
15560,pontes gestal,SÃO PAULO
15501,votuporanga,SÃO PAULO
15502,votuporanga,SÃO PAULO
15500,votuporanga,SÃO PAULO
15505,votuporanga,SÃO PAULO
15550,americo de campos,SÃO PAULO
15515,votuporanga,SÃO PAULO
15504,votuporanga,SÃO PAULO
15545,boa vista dos andradas,SÃO PAULO
15580,mira estrela,SÃO PAULO
15525,parisi,SÃO PAULO
15540,alvares florence,SÃO PAULO
15506,votuporanga,SÃO PAULO
15507,votuporanga,SÃO PAULO
15600,fernandopolis,SÃO PAULO
15601,fernandopolis,SÃO PAULO
15685,ouroeste,SÃO PAULO
15625,meridiano,SÃO PAULO
15690,indiapora,SÃO PAULO
15650,estrela d'oeste,SÃO PAULO
15650,estrela d oeste,SÃO PAULO
15680,guarani d'oeste,SÃO PAULO
15650,estrela doeste,SÃO PAULO
15630,pedranopolis,SÃO PAULO
15620,macedonia,SÃO PAULO
15640,são joão das duas pontes,SÃO PAULO
15608,fernandopolis,SÃO PAULO
15670,populina,SÃO PAULO
15603,fernandopolis,SÃO PAULO
15612,fernandopolis,SÃO PAULO
15617,brasitania,SÃO PAULO
15607,fernandopolis,SÃO PAULO
15610,brasitânia,SÃO PAULO
15604,fernandópolis,SÃO PAULO
15770,tres fronteiras,SÃO PAULO
15760,urania,SÃO PAULO
15707,jales,SÃO PAULO
15775,santa fe do sul,SÃO PAULO
15704,jales,SÃO PAULO
15720,palmeira d'oeste,SÃO PAULO
15700,jales,SÃO PAULO
15713,vitória brasil,SÃO PAULO
15703,jales,SÃO PAULO
15750,santa albertina,SÃO PAULO
15755,turmalina,SÃO PAULO
15765,santana da ponte pensa,SÃO PAULO
15768,santa salete,SÃO PAULO
15708,jales,SÃO PAULO
15735,aparecida d oeste,SÃO PAULO
15785,santa clara d'oeste,SÃO PAULO
15790,rubineia,SÃO PAULO
15715,dirce reis,SÃO PAULO
15710,sao francisco,SÃO PAULO
15780,santa rita d'oeste,SÃO PAULO
15706,jales,SÃO PAULO
15740,dolcinopolis,SÃO PAULO
15730,marinopolis,SÃO PAULO
15735,aparecida d'oeste,SÃO PAULO
15745,paranapua,SÃO PAULO
15748,mesopolis,SÃO PAULO
15720,palmeira doeste,SÃO PAULO
15763,aspasia,SÃO PAULO
15718,pontalinda,SÃO PAULO
15720,palmeira d oeste,SÃO PAULO
15785,santa clara d oeste,SÃO PAULO
15773,nova canaa paulista,SÃO PAULO
15780,santa rita d oeste,SÃO PAULO
15735,aparecida doeste,SÃO PAULO
15780,santa rita doeste,SÃO PAULO
15830,pindorama,SÃO PAULO
15850,urupes,SÃO PAULO
15840,itajobi,SÃO PAULO
15800,catanduva,SÃO PAULO
15825,paraiso,SÃO PAULO
15880,tabapua,SÃO PAULO
15801,catanduva,SÃO PAULO
15802,catanduva,SÃO PAULO
15804,catanduva,SÃO PAULO
15870,catiguá,SÃO PAULO
15828,palmares paulista,SÃO PAULO
15895,cedral,SÃO PAULO
15806,catanduva,SÃO PAULO
15885,novais,SÃO PAULO
15808,catanduva,SÃO PAULO
15810,catanduva,SÃO PAULO
15820,pirangi,SÃO PAULO
15890,uchoa,SÃO PAULO
15803,catanduva,SÃO PAULO
15860,ibira,SÃO PAULO
15823,elisiario,SÃO PAULO
15807,catanduva,SÃO PAULO
15809,catanduva,SÃO PAULO
15845,marapoama,SÃO PAULO
15805,catanduva,SÃO PAULO
15812,catanduva,SÃO PAULO
15816,catanduva,SÃO PAULO
15813,catanduva,SÃO PAULO
15855,sao joao de itaguacu,SÃO PAULO
15835,roberto,SÃO PAULO
15811,catanduva,SÃO PAULO
15868,termas de ibira,SÃO PAULO
15960,ariranha,SÃO PAULO
15991,matao,SÃO PAULO
15900,taquaritinga,SÃO PAULO
15990,matao,SÃO PAULO
15997,matao,SÃO PAULO
15970,santa ernestina,SÃO PAULO
15910,monte alto,SÃO PAULO
15950,santa adelia,SÃO PAULO
15920,vista alegre do alto,SÃO PAULO
15995,matao,SÃO PAULO
15953,botelho,SÃO PAULO
15940,fernando prestes,SÃO PAULO
15996,matao,SÃO PAULO
15915,aparecida de monte alto,SÃO PAULO
15980,dobrada,SÃO PAULO
15930,cândido rodrigues,SÃO PAULO
15945,agulha,SÃO PAULO
15999,matão,SÃO PAULO
15993,matao,SÃO PAULO
15903,taquaritinga,SÃO PAULO
15953,santa adélia,SÃO PAULO
15905,jurupema,SÃO PAULO
16072,aracatuba,SÃO PAULO
16071,aracatuba,SÃO PAULO
16015,aracatuba,SÃO PAULO
16013,aracatuba,SÃO PAULO
16018,aracatuba,SÃO PAULO
16021,aracatuba,SÃO PAULO
16020,araçatuba,SÃO PAULO
16010,aracatuba,SÃO PAULO
16057,araçatuba,SÃO PAULO
16056,aracatuba,SÃO PAULO
16025,araçatuba,SÃO PAULO
16076,aracatuba,SÃO PAULO
16026,aracatuba,SÃO PAULO
16052,aracatuba,SÃO PAULO
16050,aracatuba,SÃO PAULO
16080,araçatuba,SÃO PAULO
16074,aracatuba,SÃO PAULO
16022,aracatuba,SÃO PAULO
16055,aracatuba,SÃO PAULO
16012,araçatuba,SÃO PAULO
16075,aracatuba,SÃO PAULO
16011,aracatuba,SÃO PAULO
16070,aracatuba,SÃO PAULO
16058,aracatuba,SÃO PAULO
16023,araçatuba,SÃO PAULO
16087,araçatuba,SÃO PAULO
16016,aracatuba,SÃO PAULO
16078,aracatuba,SÃO PAULO
16067,aracatuba,SÃO PAULO
16130,santo antonio do aracangua,SÃO PAULO
16204,birigüi,SÃO PAULO
16230,piacatu,SÃO PAULO
16200,birigui,SÃO PAULO
16201,birigui,SÃO PAULO
16210,bilac,SÃO PAULO
16203,birigui,SÃO PAULO
16250,clementina,SÃO PAULO
16220,gabriel monteiro,SÃO PAULO
16270,glicerio,SÃO PAULO
16290,brauna,SÃO PAULO
16206,birigui,SÃO PAULO
16260,coroados,SÃO PAULO
16202,birigui,SÃO PAULO
16240,santopolis do aguapei,SÃO PAULO
16207,birigui,SÃO PAULO
16265,brejo alegre,SÃO PAULO
16205,birigui,SÃO PAULO
16280,juritis,SÃO PAULO
16208,birigui,SÃO PAULO
16303,penápolis,SÃO PAULO
16306,penapolis,SÃO PAULO
16308,penapolis,SÃO PAULO
16300,penapolis,SÃO PAULO
16305,penápolis,SÃO PAULO
16370,promissao,SÃO PAULO
16340,luiziania,SÃO PAULO
16301,penapolis,SÃO PAULO
16360,avanhandava,SÃO PAULO
16310,alto alegre,SÃO PAULO
16304,penapolis,SÃO PAULO
16350,barbosa,SÃO PAULO
16309,penapolis,SÃO PAULO
16400,lins,SÃO PAULO
16401,lins,SÃO PAULO
16403,lins,SÃO PAULO
16402,lins,SÃO PAULO
16430,guaicara,SÃO PAULO
16440,sabino,SÃO PAULO
16450,getulina,SÃO PAULO
16480,guaimbe,SÃO PAULO
16404,lins,SÃO PAULO
16406,lins,SÃO PAULO
16500,cafelandia,SÃO PAULO
16570,guaranta,SÃO PAULO
16510,simoes,SÃO PAULO
16670,presidente alves,SÃO PAULO
16660,pongai,SÃO PAULO
16680,avai,SÃO PAULO
16600,pirajui,SÃO PAULO
16650,uru,SÃO PAULO
16640,balbinos,SÃO PAULO
16700,guararapes,SÃO PAULO
16750,rubiacea,SÃO PAULO
16790,bento de abreu,SÃO PAULO
16800,mirandopolis,SÃO PAULO
16880,valparaiso,SÃO PAULO
16850,lavinia,SÃO PAULO
16830,tres aliancas,SÃO PAULO
16900,andradina,SÃO PAULO
16901,andradina,SÃO PAULO
16903,andradina,SÃO PAULO
16920,castilho,SÃO PAULO
16980,guaracai,SÃO PAULO
16902,andradina,SÃO PAULO
16950,murutinga do sul,SÃO PAULO
16940,nova independencia,SÃO PAULO
16905,andradina,SÃO PAULO
17030,bauru,SÃO PAULO
17025,bauru,SÃO PAULO
17010,bauru,SÃO PAULO
17017,bauru,SÃO PAULO
17014,bauru,SÃO PAULO
17047,bauru,SÃO PAULO
17015,bauru,SÃO PAULO
17022,bauru,SÃO PAULO
17055,bauru,SÃO PAULO
17013,bauru,SÃO PAULO
17020,bauru,SÃO PAULO
17012,bauru,SÃO PAULO
17034,bauru,SÃO PAULO
17018,bauru,SÃO PAULO
17050,bauru,SÃO PAULO
17063,bauru,SÃO PAULO
17054,bauru,SÃO PAULO
17021,bauru,SÃO PAULO
17057,bauru,SÃO PAULO
17026,bauru,SÃO PAULO
17032,bauru,SÃO PAULO
17031,bauru,SÃO PAULO
17033,bauru,SÃO PAULO
17051,bauru,SÃO PAULO
17016,bauru,SÃO PAULO
17053,bauru,SÃO PAULO
17067,bauru,SÃO PAULO
17011,bauru,SÃO PAULO
17052,bauru,SÃO PAULO
17024,bauru,SÃO PAULO
17066,bauru,SÃO PAULO
17060,bauru,SÃO PAULO
17065,bauru,SÃO PAULO
17037,bauru,SÃO PAULO
17035,bauru,SÃO PAULO
17064,bauru,SÃO PAULO
17039,bauru,SÃO PAULO
17027,bauru,SÃO PAULO
17056,bauru,SÃO PAULO
17048,bauru,SÃO PAULO
17023,bauru,SÃO PAULO
17160,arealva,SÃO PAULO
17120,agudos,SÃO PAULO
17180,iacanga,SÃO PAULO
17190,reginopolis,SÃO PAULO
17132,agudos,SÃO PAULO
17150,paulistania,SÃO PAULO
17123,agudos,SÃO PAULO
17128,agudos,SÃO PAULO
17110,bauru,SÃO PAULO
17123,domelia,SÃO PAULO
17170,jacuba,SÃO PAULO
17209,jau,SÃO PAULO
17280,pederneiras,SÃO PAULO
17213,jau,SÃO PAULO
17208,jaú,SÃO PAULO
17230,itapui,SÃO PAULO
17207,jau,SÃO PAULO
17250,bariri,SÃO PAULO
17212,jau,SÃO PAULO
17260,itaju,SÃO PAULO
17270,boraceia,SÃO PAULO
17290,macatuba,SÃO PAULO
17210,jaú,SÃO PAULO
17240,bocaina,SÃO PAULO
17201,jau,SÃO PAULO
17211,jau,SÃO PAULO
17203,jaú,SÃO PAULO
17215,jau,SÃO PAULO
17205,jau,SÃO PAULO
17202,jau,SÃO PAULO
17204,jau,SÃO PAULO
17206,jaú,SÃO PAULO
17220,jau,SÃO PAULO
17288,santelmo,SÃO PAULO
17214,jau,SÃO PAULO
17220,potunduva,SÃO PAULO
17285,guaianas,SÃO PAULO
17340,barra bonita,SÃO PAULO
17380,brotas,SÃO PAULO
17350,igaracu do tiete,SÃO PAULO
17300,dois corregos,SÃO PAULO
17320,mineiros do tiete,SÃO PAULO
17360,torrinha,SÃO PAULO
17370,santa maria da serra,SÃO PAULO
17310,guarapua,SÃO PAULO
17420,lupércio,SÃO PAULO
17400,garca,SÃO PAULO
17470,duartina,SÃO PAULO
17450,galia,SÃO PAULO
17410,álvaro de carvalho,SÃO PAULO
17490,piratininga,SÃO PAULO
17480,cabralia paulista,SÃO PAULO
17440,ubirajara,SÃO PAULO
17430,alvinlandia,SÃO PAULO
17475,lucianópolis,SÃO PAULO
17455,fernao,SÃO PAULO
17498,piratininga,SÃO PAULO
17479,duartina,SÃO PAULO
17405,jafa,SÃO PAULO
17492,piratininga,SÃO PAULO
17405,garca,SÃO PAULO
17495,piratininga,SÃO PAULO
17511,marilia,SÃO PAULO
17523,marilia,SÃO PAULO
17550,julio mesquita,SÃO PAULO
17509,marilia,SÃO PAULO
17516,marilia,SÃO PAULO
17507,marilia,SÃO PAULO
17512,marilia,SÃO PAULO
17501,marilia,SÃO PAULO
17590,queiroz,SÃO PAULO
17539,marilia,SÃO PAULO
17520,marilia,SÃO PAULO
17519,marilia,SÃO PAULO
17580,pompeia,SÃO PAULO
17513,marilia,SÃO PAULO
17514,marilia,SÃO PAULO
17504,marilia,SÃO PAULO
17526,marilia,SÃO PAULO
17515,marilia,SÃO PAULO
17522,marília,SÃO PAULO
17502,marilia,SÃO PAULO
17524,marilia,SÃO PAULO
17500,marilia,SÃO PAULO
17560,vera cruz,SÃO PAULO
17505,marilia,SÃO PAULO
17521,marilia,SÃO PAULO
17510,marília,SÃO PAULO
17506,marilia,SÃO PAULO
17525,marilia,SÃO PAULO
17527,marilia,SÃO PAULO
17570,oriente,SÃO PAULO
17533,marilia,SÃO PAULO
17540,ocaucu,SÃO PAULO
17503,marilia,SÃO PAULO
17532,marília,SÃO PAULO
17607,tupa,SÃO PAULO
17602,tupa,SÃO PAULO
17690,bastos,SÃO PAULO
17650,herculandia,SÃO PAULO
17680,iacri,SÃO PAULO
17603,tupa,SÃO PAULO
17670,quintana,SÃO PAULO
17600,tupa,SÃO PAULO
17601,tupa,SÃO PAULO
17606,tupa,SÃO PAULO
17605,tupa,SÃO PAULO
17630,arco-iris,SÃO PAULO
17604,tupa,SÃO PAULO
17610,tupa,SÃO PAULO
17625,tupa,SÃO PAULO
17700,osvaldo cruz,SÃO PAULO
17780,lucelia,SÃO PAULO
17740,rinopolis,SÃO PAULO
17730,parapua,SÃO PAULO
17710,sagres,SÃO PAULO
17760,inubia paulista,SÃO PAULO
17790,pracinha,SÃO PAULO
17720,salmourão,SÃO PAULO
17800,adamantina,SÃO PAULO
17890,junqueiropolis,SÃO PAULO
17860,pacaembu,SÃO PAULO
17870,flora rica,SÃO PAULO
17830,florida paulista,SÃO PAULO
17880,irapuru,SÃO PAULO
17810,mariapolis,SÃO PAULO
17900,dracena,SÃO PAULO
17920,ouro verde,SÃO PAULO
17970,sao joao do pau d'alho,SÃO PAULO
17980,panorama,SÃO PAULO
17930,tupi paulista,SÃO PAULO
17960,monte castelo,SÃO PAULO
17990,pauliceia,SÃO PAULO
17940,santa mercedes,SÃO PAULO
17950,nova guataporanga,SÃO PAULO
17970,sao joao do pau d alho,SÃO PAULO
17905,jamaica,SÃO PAULO
17970,sao joao do pau dalho,SÃO PAULO
17970,são joão do pau d%26apos%3balho,SÃO PAULO
18044,sorocaba,SÃO PAULO
18070,sorocaba,SÃO PAULO
18035,sorocaba,SÃO PAULO
18020,sorocaba,SÃO PAULO
18078,sorocaba,SÃO PAULO
18074,sorocaba,SÃO PAULO
18072,sorocaba,SÃO PAULO
18040,sorocaba,SÃO PAULO
18086,sorocaba,SÃO PAULO
18043,sorocaba,SÃO PAULO
18080,sorocaba,SÃO PAULO
18076,sorocaba,SÃO PAULO
18047,sorocaba,SÃO PAULO
18071,sorocaba,SÃO PAULO
18050,sorocaba,SÃO PAULO
18046,sorocaba,SÃO PAULO
18085,sorocaba,SÃO PAULO
18017,sorocaba,SÃO PAULO
18013,sorocaba,SÃO PAULO
18087,sorocaba,SÃO PAULO
18090,sorocaba,SÃO PAULO
18060,sorocaba,SÃO PAULO
18030,sorocaba,SÃO PAULO
18055,sorocaba,SÃO PAULO
18025,sorocaba,SÃO PAULO
18053,sorocaba,SÃO PAULO
18052,sorocaba,SÃO PAULO
18045,sorocaba,SÃO PAULO
18081,sorocaba,SÃO PAULO
18095,sorocaba,SÃO PAULO
18015,sorocaba,SÃO PAULO
18075,sorocaba,SÃO PAULO
18048,sorocaba,SÃO PAULO
18016,sorocaba,SÃO PAULO
18057,sorocaba,SÃO PAULO
18051,sorocaba,SÃO PAULO
18065,sorocaba,SÃO PAULO
18077,sorocaba,SÃO PAULO
18079,sorocaba,SÃO PAULO
18031,sorocaba,SÃO PAULO
18010,sorocaba,SÃO PAULO
18054,sorocaba,SÃO PAULO
18061,sorocaba,SÃO PAULO
18066,sorocaba,SÃO PAULO
18056,sorocaba,SÃO PAULO
18021,sorocaba,SÃO PAULO
18022,sorocaba,SÃO PAULO
18084,sorocaba,SÃO PAULO
18023,sorocaba,SÃO PAULO
18073,sorocaba,SÃO PAULO
18120,mairinque,SÃO PAULO
18195,capela do alto,SÃO PAULO
18143,sao roque,SÃO PAULO
18117,votorantim,SÃO PAULO
18185,pilar do sul,SÃO PAULO
18125,aluminio,SÃO PAULO
18147,aracariguama,SÃO PAULO
18110,votorantim,SÃO PAULO
18160,salto de pirapora,SÃO PAULO
18190,aracoiaba da serra,SÃO PAULO
18114,votorantim,SÃO PAULO
18103,sorocaba,SÃO PAULO
